id,full_name_check_value,ssn_score,dob_score,n1_score,n2_score,n3_score,n4_score,n5_score,n6_score,n7_score,n8_score,n9_score,n10_score,n11_score,n12_score,n13_score,n14_score,ssn_match,dob_match,name_match,failure_explanation,last_name_check_value,verified
17535,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17536,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17537,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17538,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17539,0,0,0,29,29,29,29,29,29,29,29,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
17540,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17541,0,0,0,54,54,54,54,54,54,54,54,50,50,50,50,50,50,0,0,0,SSN DOB NAME,0,0
17542,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17543,0,0,0,20,20,20,20,20,20,20,20,22,22,22,22,22,22,0,0,0,SSN DOB NAME,0,0
17544,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17545,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17546,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17547,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17548,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17549,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17550,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17551,1,272,0,,,,,,,,,,,,,,,0,0,1,SSN DOB,1,0
17552,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17553,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17554,0,0,0,54,54,54,54,54,54,54,54,58,58,58,58,58,58,0,0,0,SSN DOB NAME,0,0
17555,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17556,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17557,0,0,0,33,33,33,33,33,33,33,33,34,34,34,34,34,34,0,0,0,SSN DOB NAME,0,0
17558,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17559,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17560,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17561,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
17562,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17563,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17564,0,300,300,128,202,128,154,68,159,68,99,172,78,171,160,116,126,1,1,1,,1,1
17565,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17566,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17567,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17568,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17569,0,0,0,37,37,37,37,37,37,37,37,35,35,35,35,35,35,0,0,0,SSN DOB NAME,0,0
17570,0,0,0,23,23,23,23,23,23,23,23,24,24,24,24,24,24,0,0,0,SSN DOB NAME,0,0
17571,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
17572,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17573,0,0,0,47,47,47,47,47,47,47,47,38,38,38,38,38,38,0,0,0,SSN DOB NAME,0,0
17574,0,0,0,38,38,38,38,38,38,38,38,30,30,30,30,30,30,0,0,0,SSN DOB NAME,0,0
17575,0,0,0,44,44,44,44,44,44,44,44,36,36,36,36,36,36,0,0,0,SSN DOB NAME,0,0
17576,0,0,0,9,9,9,9,9,9,9,9,7,7,7,7,7,7,0,0,0,SSN DOB NAME,0,0
17577,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17578,0,0,0,28,28,28,28,28,28,28,28,22,22,22,22,22,22,0,0,0,SSN DOB NAME,0,0
17579,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17580,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17581,0,0,0,25,25,25,25,25,25,25,25,21,21,21,21,21,21,0,0,0,SSN DOB NAME,0,0
17582,0,0,0,32,32,32,32,32,32,32,32,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17583,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17584,0,0,0,40,40,40,40,40,40,40,40,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17585,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17586,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17587,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17588,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
17589,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17590,0,0,0,30,30,30,30,30,30,30,30,29,29,29,29,29,29,0,0,0,SSN DOB NAME,0,0
17591,0,0,0,31,31,31,31,31,31,31,31,26,26,26,26,26,26,0,0,0,SSN DOB NAME,0,0
17592,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17593,0,0,0,37,37,37,37,37,37,37,37,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17594,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17595,0,0,0,30,30,30,30,30,30,30,30,29,29,29,29,29,29,0,0,0,SSN DOB NAME,0,0
17596,0,0,0,9,9,9,9,9,9,9,9,7,7,7,7,7,7,0,0,0,SSN DOB NAME,0,0
17597,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17598,0,0,0,19,19,19,19,19,19,19,19,15,15,15,15,15,15,0,0,0,SSN DOB NAME,0,0
17599,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17600,0,0,0,29,29,29,29,29,29,29,29,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17601,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17602,0,0,0,49,49,49,49,49,49,49,49,40,40,40,40,40,40,0,0,0,SSN DOB NAME,0,0
17603,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17604,0,0,0,33,33,33,33,33,33,33,33,26,26,26,26,26,26,0,0,0,SSN DOB NAME,0,0
17605,0,0,0,28,28,28,28,28,28,28,28,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSN DOB NAME,0,0
17607,0,0,0,40,40,40,40,40,40,40,40,38,38,38,38,38,38,0,0,0,SSN DOB NAME,0,0
17608,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17609,0,0,0,16,16,16,16,16,16,16,16,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17610,0,0,0,42,42,42,42,42,42,42,42,32,32,32,32,32,32,0,0,0,SSN DOB NAME,0,0
17611,0,0,0,22,22,22,22,22,22,22,22,18,18,18,18,18,18,0,0,0,SSN DOB NAME,0,0
17612,0,0,0,32,32,32,32,32,32,32,32,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
17613,0,0,0,22,22,22,22,22,22,22,22,18,18,18,18,18,18,0,0,0,SSN DOB NAME,0,0
17614,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17615,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17616,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17617,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
17618,0,0,0,32,32,32,32,32,32,32,32,26,26,26,26,26,26,0,0,0,SSN DOB NAME,0,0
17619,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17620,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17621,0,0,0,41,41,41,41,41,41,41,41,34,34,34,34,34,34,0,0,0,SSN DOB NAME,0,0
17622,0,272,300,144,271,177,271,144,271,177,271,215,247,229,229,229,229,0,1,1,SSN,1,0
17623,0,0,0,39,39,39,39,39,39,39,39,32,32,32,32,32,32,0,0,0,SSN DOB NAME,0,0
17624,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17625,0,0,0,62,62,62,62,62,62,62,62,56,56,56,56,56,56,0,0,0,SSN DOB NAME,0,0
17626,1,272,186,,,,,,,,,,,,,,,0,0,1,SSN DOB,1,0
17627,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17628,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17629,0,0,0,28,28,28,28,28,28,28,28,29,29,29,29,29,29,0,0,0,SSN DOB NAME,0,0
17630,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17631,0,0,0,29,29,29,29,29,29,29,29,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17632,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,SSN DOB NAME,0,0
17633,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17634,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17635,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17636,0,0,0,49,49,49,49,49,49,49,49,40,40,40,40,40,40,0,0,0,SSN DOB NAME,0,0
17637,0,300,300,195,267,195,267,195,267,195,267,253,253,229,229,229,229,1,1,1,,1,1
17638,0,300,300,235,194,151,236,235,194,151,236,236,188,192,210,192,210,1,1,0,NAME,0,0
17639,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17640,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17641,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17642,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17643,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17644,0,0,0,16,16,16,16,16,16,16,16,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17645,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17646,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17647,0,0,0,31,31,31,31,31,31,31,31,24,24,24,24,24,24,0,0,0,SSN DOB NAME,0,0
17648,0,0,0,28,28,28,28,28,28,28,28,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17649,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17650,0,0,0,19,19,19,19,19,19,19,19,14,14,14,14,14,14,0,0,0,SSN DOB NAME,0,0
17651,0,0,0,29,29,29,29,29,29,29,29,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17652,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17653,0,0,0,21,21,21,21,21,21,21,21,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17654,0,0,0,22,22,22,22,22,22,22,22,24,24,24,24,24,24,0,0,0,SSN DOB NAME,0,0
17655,0,0,0,9,9,9,9,9,9,9,9,7,7,7,7,7,7,0,0,0,SSN DOB NAME,0,0
17656,0,0,0,24,24,24,24,24,24,24,24,20,20,20,20,20,20,0,0,0,SSN DOB NAME,0,0
17657,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17658,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17659,0,0,0,17,17,17,17,17,17,17,17,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
17660,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17661,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17662,0,0,0,26,26,26,26,26,26,26,26,20,20,20,20,20,20,0,0,0,SSN DOB NAME,0,0
17663,1,300,250,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17664,0,0,0,32,32,32,32,32,32,32,32,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17665,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17666,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17667,0,0,0,21,21,21,21,21,21,21,21,17,17,17,17,17,17,0,0,0,SSN DOB NAME,0,0
17668,0,0,0,24,24,24,24,24,24,24,24,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
17669,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17670,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17671,0,0,0,55,55,55,55,55,55,55,55,45,45,45,45,45,45,0,0,0,SSN DOB NAME,0,0
17672,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17673,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,SSN DOB NAME,0,0
17674,0,0,0,36,36,36,36,36,36,36,36,37,37,37,37,37,37,0,0,0,SSN DOB NAME,0,0
17675,0,0,0,22,22,22,22,22,22,22,22,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
17676,0,0,0,35,35,35,35,35,35,35,35,29,29,29,29,29,29,0,0,0,SSN DOB NAME,0,0
17677,0,0,0,31,31,31,31,31,31,31,31,32,32,32,32,32,32,0,0,0,SSN DOB NAME,0,0
17678,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17679,0,0,0,33,33,33,33,33,33,33,33,26,26,26,26,26,26,0,0,0,SSN DOB NAME,0,0
17680,0,0,0,49,49,49,49,49,49,49,49,46,46,46,46,46,46,0,0,0,SSN DOB NAME,0,0
17681,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17682,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17683,0,0,0,32,32,32,32,32,32,32,32,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
17684,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17685,0,0,0,24,24,24,24,24,24,24,24,25,25,25,25,25,25,0,0,0,SSN DOB NAME,0,0
17686,0,0,0,32,32,32,32,32,32,32,32,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17687,0,0,0,24,24,24,24,24,24,24,24,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17688,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17689,0,0,0,29,29,29,29,29,29,29,29,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17690,0,0,0,44,44,44,44,44,44,44,44,42,42,42,42,42,42,0,0,0,SSN DOB NAME,0,0
17691,0,0,0,15,15,15,15,15,15,15,15,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17692,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17693,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17694,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17695,0,0,0,20,20,20,20,20,20,20,20,16,16,16,16,16,16,0,0,0,SSN DOB NAME,0,0
17696,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17697,0,0,0,43,43,43,43,43,43,43,43,35,35,35,35,35,35,0,0,0,SSN DOB NAME,0,0
17698,0,0,0,48,48,48,48,48,48,48,48,40,40,40,40,40,40,0,0,0,SSN DOB NAME,0,0
17699,0,0,0,35,35,35,35,35,35,35,35,30,30,30,30,30,30,0,0,0,SSN DOB NAME,0,0
17700,0,0,0,24,24,24,24,24,24,24,24,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17701,0,0,0,25,25,25,25,25,25,25,25,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17702,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17703,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17704,0,0,0,36,36,36,36,36,36,36,36,31,31,31,31,31,31,0,0,0,SSN DOB NAME,0,0
17705,0,0,0,44,44,44,44,44,44,44,44,37,37,37,37,37,37,0,0,0,SSN DOB NAME,0,0
17706,0,0,0,35,35,35,35,35,35,35,35,34,34,34,34,34,34,0,0,0,SSN DOB NAME,0,0
17707,0,0,0,25,25,25,25,25,25,25,25,19,19,19,19,19,19,0,0,0,SSN DOB NAME,0,0
17708,0,0,0,47,47,47,47,47,47,47,47,44,44,44,44,44,44,0,0,0,SSN DOB NAME,0,0
17709,0,300,300,180,154,174,251,146,90,159,203,152,264,204,216,184,172,1,1,1,,1,1
17710,0,0,0,44,44,44,44,44,44,44,44,42,42,42,42,42,42,0,0,0,SSN DOB NAME,0,0
17711,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17712,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,SSN DOB NAME,0,0
17713,0,0,0,16,16,16,16,16,16,16,16,12,12,12,12,12,12,0,0,0,SSN DOB NAME,0,0
17714,0,0,0,23,23,23,23,23,23,23,23,18,18,18,18,18,18,0,0,0,SSN DOB NAME,0,0
17715,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17716,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17717,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17718,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17719,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17720,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17721,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17722,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17723,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17724,0,300,300,234,125,234,121,234,125,234,121,146,142,103,103,103,103,1,1,0,NAME,0,0
17725,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17726,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17727,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17728,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17729,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17730,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17731,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17732,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17733,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17734,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17735,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17736,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17737,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17738,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17739,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17740,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17741,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17742,0,300,300,101,195,90,195,101,195,90,195,188,156,191,191,191,191,1,1,1,,1,1
17743,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17744,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17745,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17746,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17747,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17748,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17749,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17750,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17751,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17752,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17753,1,300,150,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17754,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17755,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17756,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17757,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17758,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17759,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17760,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17761,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17762,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17763,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17764,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17765,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17766,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17767,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17768,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17769,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17770,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17771,0,300,300,177,235,177,162,177,235,177,162,205,176,223,182,223,182,1,1,0,NAME,0,0
17772,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17773,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17774,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17775,0,300,300,183,246,246,185,183,246,246,185,228,247,247,202,247,202,1,1,1,,1,1
17776,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17777,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17778,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17779,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17780,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17781,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17782,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17783,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17784,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17785,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17786,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17787,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17788,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17789,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17790,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17791,1,300,174,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17792,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17793,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17794,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17795,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17796,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17797,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17798,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17799,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17800,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17801,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17802,0,300,300,156,265,156,146,156,265,156,146,230,125,227,218,227,218,1,1,0,NAME,0,0
17803,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17804,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17805,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17806,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17807,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17808,0,0,0,7,7,7,7,7,7,7,7,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17809,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17810,0,0,0,39,39,39,39,39,39,39,39,33,33,33,33,33,33,0,0,0,SSN DOB NAME,0,0
17811,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17812,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17813,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17814,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17815,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17816,0,0,0,62,62,62,62,62,62,62,62,51,51,51,51,51,51,0,0,0,SSN DOB NAME,0,0
17817,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17818,0,0,0,8,8,8,8,8,8,8,8,6,6,6,6,6,6,0,0,0,SSN DOB NAME,0,0
17819,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17820,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17821,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17822,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17823,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17824,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17825,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17826,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17827,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17828,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17829,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17830,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17831,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17832,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17833,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17834,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17835,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17836,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17837,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17838,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17839,0,300,300,217,176,151,151,12,85,9,9,170,7,148,137,71,73,1,1,0,NAME,0,0
17840,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17841,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17842,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17843,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17844,1,300,150,,,,,,,,,,,,,,,1,0,1,DOB,1,0
17845,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17846,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17847,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17848,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17849,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
17850,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
17851,0,300,300,166,238,166,207,166,238,166,207,184,201,245,206,245,206,1,1,1,,1,1
17852,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
